name,full_address,city,state,postal_code,phone,site,latitude,longitude,rating,reviews,working_hours,place_id,type,subtypes,category,description,source_keyword
Kapara,"7700 Bathurst St Unit 12, Thornhill, ON L4J 0A7",Thornhill,Ontario,L4J 0A7,+1 905-886-7444,https://kapara.ca/,43.8100041,-79.452213,4.8,207,"{'Friday': ['10a.m.-3p.m.'], 'Monday': ['12-10p.m.'], 'Saturday': ['7p.m.-12a.m.'], 'Sunday': ['12-10p.m.'], 'Thursday': ['12-10p.m.'], 'Tuesday': ['12-10p.m.'], 'Wednesday': ['12-10p.m.']}",ChIJ28xremEtK4gR1PnhMfPtXgY,Restaurant,Restaurant,restaurants,,kosher caterer Thornhill
Top Slice,"7241 Bathurst St, Thornhill, ON L4J 3W1",Thornhill,Ontario,L4J 3W1,+1 905-889-1400,http://www.topslice.ca/,43.7987952,-79.44642619999999,4.5,228,"{'Friday': ['11a.m.-2:30p.m.'], 'Monday': ['11a.m.-8p.m.'], 'Saturday': ['9p.m.-12a.m.'], 'Sunday': ['11a.m.-8:30p.m.'], 'Thursday': ['11a.m.-8:30p.m.'], 'Tuesday': ['11a.m.-8p.m.'], 'Wednesday': ['11a.m.-8p.m.']}",ChIJn3zfs0osK4gRA_ceDepuZ0s,Kosher restaurant,"Kosher restaurant, Pizza restaurant",restaurants,,kosher caterer Thornhill
Greg's Delights,"55 Glen Cameron Rd Unit 5, Thornhill, ON L3T 1P7",Thornhill,Ontario,L3T 1P7,+1 905-597-7734,https://gregsdelights.ca/,43.8059128,-79.4172141,4.3,11,"{'Friday': ['Closed'], 'Monday': ['7a.m.-2p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['7a.m.-2p.m.'], 'Tuesday': ['7a.m.-2p.m.'], 'Wednesday': ['7a.m.-2p.m.']}",ChIJXwgC5kotK4gRTqEYdZOF54E,Caterer,Caterer,Caterer,,kosher caterer Thornhill
Chic Pick Restaurant and Catering,"160 Cidermill Ave, Vaughan, ON L4K 4K5",Vaughan,Ontario,L4K 4K5,+1 416-897-8431,http://www.chicpickcatering.com/,43.8062271,-79.5337371,4.8,331,"{'Friday': ['11:30a.m.-9p.m.'], 'Monday': ['11:30a.m.-9p.m.'], 'Saturday': ['11:30a.m.-9p.m.'], 'Sunday': ['Closed'], 'Thursday': ['11:30a.m.-9p.m.'], 'Tuesday': ['11:30a.m.-9p.m.'], 'Wednesday': ['11:30a.m.-9p.m.']}",ChIJe6cMD5srK4gRoAN4IfFbFnA,Catering food and drink supplier,"Catering food and drink supplier, Restaurant",restaurants,"Laid-back eatery offering burgers, sandwiches & Persian-style plates for takeaway & delivery.",kosher caterer Vaughan
Arzo Catering - Hamida,"167 Applewood Crescent #3, Vaughan, ON L4K 4K7",Vaughan,Ontario,L4K 4K7,+1 647-525-9277,http://www.arzocatering.com/,43.8079673,-79.5341753,4.9,238,None,ChIJfVVksgsvK4gRNvEawmrvvCg,Caterer,Caterer,Caterer,,kosher caterer Vaughan
PRC Caterers,"240 Viceroy Rd, Concord, ON L4K 3N8",Concord,Ontario,L4K 3N8,+1 416-787-9889,https://prccaterers.com/,43.788759399999996,-79.4724404,5.0,10,"{'Friday': ['9a.m.-4p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJcdCCpqAvK4gRCzxpVLF4XG0,Caterer,Caterer,Caterer,,kosher caterer Vaughan
Kosher Country Style,"72 Winters Rd, North York, ON M3J 2N9",CA,Ontario,M3J 2N9,+1 416-650-8260,,43.776261299999994,-79.5023994,4.5,24,"{'Friday': ['7a.m.-3p.m.'], 'Monday': ['7a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['7a.m.-7p.m.'], 'Tuesday': ['7a.m.-7p.m.'], 'Wednesday': ['7a.m.-7p.m.']}",ChIJf_43qDwuK4gRtzftuOBdfGU,Restaurant,Restaurant,restaurants,,kosher caterer Vaughan
Tov-Li,"5982 Bathurst St, North York, ON M2R 1Z1",North York,Ontario,M2R 1Z1,+1 416-650-9800,http://www.tovlipizza.com/,43.7842631,-79.4466951,4.3,714,"{'Friday': ['10a.m.-2p.m.'], 'Monday': ['10a.m.-8p.m.'], 'Saturday': ['Closed'], 'Sunday': ['10a.m.-8p.m.'], 'Thursday': ['10a.m.-8p.m.'], 'Tuesday': ['10a.m.-8p.m.'], 'Wednesday': ['10a.m.-8p.m.']}",ChIJxyCQ77gtK4gRe78r3ExqOsw,Caterer,"Caterer, Kosher restaurant, Falafel restaurant, Fast food restaurant, Pizza restaurant, Vegetarian restaurant",restaurants,"Low-key kosher restaurant serving falafel, salads, pasta & pizza plus all-day breakfast.",kosher caterer Bathurst Manor
Ba-Li Laffa,"7117 Bathurst St, Thornhill, ON L4J 2J6",Thornhill,Ontario,L4J 2J6,+1 905-597-7720,http://www.balilaffa.com/,43.7949866,-79.44573249999999,4.3,643,"{'Friday': ['11:30a.m.-2:30p.m.'], 'Monday': ['11:30a.m.-9:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['11:30a.m.-9:30p.m.'], 'Thursday': ['11:30a.m.-9:30p.m.'], 'Tuesday': ['11:30a.m.-9:30p.m.'], 'Wednesday': ['11:30a.m.-9:30p.m.']}",ChIJAaLEB7UtK4gR8lC3YuZgz9w,Kosher restaurant,Kosher restaurant,restaurants,"Mediterranean grill doling out kebabs, hummus & other familiar fare in a casual setting.",kosher caterer Bathurst Manor
Nortown Foods,"892 Eglinton Ave W, Toronto, ON M6C 2B6",Toronto,Ontario,M6C 2B6,+1 416-789-2921,http://www.nortownfoods.com/,43.700873699999995,-79.42722719999999,4.0,102.0,"{'Friday': ['8a.m.-7p.m.'], 'Monday': ['8a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['8a.m.-6p.m.'], 'Thursday': ['8a.m.-7p.m.'], 'Tuesday': ['8a.m.-7p.m.'], 'Wednesday': ['8a.m.-7p.m.']}",ChIJKflRSJ8zK4gR5dSnYTu6oPU,Supermarket,Supermarket,Supermarket,,kosher catering Forest Hill
Forest Hill Jewish Centre,"360 Spadina Rd, Toronto, ON M5P 2V4",Toronto,Ontario,M5P 2V4,+1 416-483-0883,https://www.foresthilljewishcentre.org/,43.686080499999996,-79.41195499999999,4.6,59.0,"{'Friday': ['Open 24 hours'], 'Monday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours']}",ChIJYwrSk2QzK4gRFHv67dnCZy8,Synagogue,"Synagogue, Community center, Orthodox synagogue",Synagogue,,kosher catering Forest Hill
Kosher Catering Ltd,"Pape Ave, East York, ON M4J 2S5",CA,Ontario,M4J 2S5,+1 416-477-2518,http://koshergrouptrips.com/,43.6930117,-79.350161,,,"{'Friday': ['Open 24 hours'], 'Monday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours']}",ChIJ__-_lQvN1IkRrs9Hy-N8Pv8,Caterer,"Caterer, Catering food and drink supplier",Caterer,,kosher catering Forest Hill
Yoona's Kitchen *Keto & Sugar Free & Gluten Free & Diabetic Friendly & Grain Free* Dairy Free & Vegan Option,"3895 Bathurst St, Toronto, ON M3H 5V1",Toronto,Ontario,M3H 5V1,+1 647-343-8200,http://www.yoona.ca/,43.7425011,-79.4348517,4.9,178.0,"{'Friday': ['11a.m.-6p.m.'], 'Monday': ['Closed'], 'Saturday': ['11a.m.-6p.m.'], 'Sunday': ['Closed'], 'Thursday': ['11a.m.-6p.m.'], 'Tuesday': ['11a.m.-6p.m.'], 'Wednesday': ['11a.m.-6p.m.']}",ChIJJdu63PwzK4gRss1EF-3zo1g,Bakery,"Bakery, Diabetes center, Gluten-free restaurant, Weight loss service",Bakery,,kosher catering Forest Hill
Summerhill Market - Forest Hill,"484 Eglinton Ave W, Toronto, ON M5N 1A5",Toronto,Ontario,M5N 1A5,+1 416-941-2574,http://www.summerhillmarket.com/,43.7038407,-79.4128175,4.3,215.0,"{'Friday': ['8a.m.-8p.m.'], 'Monday': ['8a.m.-8p.m.'], 'Saturday': ['8a.m.-8p.m.'], 'Sunday': ['8a.m.-8p.m.'], 'Thursday': ['8a.m.-8p.m.'], 'Tuesday': ['8a.m.-8p.m.'], 'Wednesday': ['8a.m.-8p.m.']}",ChIJWRnpGBIzK4gR2Z0YwE6mWio,Grocery store,Grocery store,Grocery store,,kosher catering Forest Hill
Jerusalem Restaurant,"955 Eglinton Ave W, York, ON M6C 2C4",York,Ontario,M6C 2C4,+1 416-783-6494,http://www.jerusalemrestaurant.ca/,43.7000323,-79.4290223,4.3,1159.0,"{'Friday': ['11:30a.m.-8p.m.'], 'Monday': ['11:30a.m.-8p.m.'], 'Saturday': ['11:30a.m.-8p.m.'], 'Sunday': ['11:30a.m.-7:30p.m.'], 'Thursday': ['11:30a.m.-8p.m.'], 'Tuesday': ['11:30a.m.-8p.m.'], 'Wednesday': ['11:30a.m.-8p.m.']}",ChIJjRtsbp8zK4gR7Kspt4XygD4,Middle Eastern restaurant,"Middle Eastern restaurant, Mediterranean restaurant, Restaurant",restaurants,Family-owned dining room with Middle Eastern food in a low-key space with take-out options.,kosher catering Forest Hill
Aba's Bagel Company,"884a Eglinton Ave W, Toronto, ON M6C 2B6",Toronto,Ontario,M6C 2B6,+1 416-780-2020,https://abasbagel.com/,43.7009263,-79.42702039999999,4.3,159.0,"{'Friday': ['7a.m.-5p.m.'], 'Monday': ['7a.m.-4p.m.'], 'Saturday': ['7a.m.-3p.m.'], 'Sunday': ['7a.m.-3p.m.'], 'Thursday': ['7a.m.-4p.m.'], 'Tuesday': ['7a.m.-4p.m.'], 'Wednesday': ['7a.m.-4p.m.']}",ChIJVZ_j1D4zK4gRkYZw0B6_QrA,Bagel shop,Bagel shop,Bagel shop,"Bagel bakery serving the house specialty, plus breakfasts & sandwiches, morning to mid-afternoon.",kosher catering Forest Hill
Ace Kosher Inc,"9600 Bathurst St, Maple, ON L6A 3Z8",Maple,Ontario,L6A 3Z8,,http://www.acekosher.com/,43.8533171,-79.4621264,5.0,3.0,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJ0XzJ7MYzK4gRKui09mD1Z-U,Caterer,Caterer,Caterer,,kosher catering Forest Hill
What A Bagel Spadina Road,"421 Spadina Rd, Toronto, ON M5P 2W3",Toronto,Ontario,M5P 2W3,+1 416-480-9358,http://www.whatabagel.com/,43.6888942,-79.4126065,4.1,432.0,"{'Friday': ['6a.m.-6p.m.'], 'Monday': ['6a.m.-6p.m.'], 'Saturday': ['6a.m.-6p.m.'], 'Sunday': ['6a.m.-6p.m.'], 'Thursday': ['6a.m.-6p.m.'], 'Tuesday': ['6a.m.-6p.m.'], 'Wednesday': ['6a.m.-6p.m.']}",ChIJl1JgamUzK4gR982r3JJbHjo,Restaurant,"Restaurant, Bagel shop, Bakery",Bakery,"Bagel bakery serving the house specialty, plus breakfasts & sandwiches, morning to mid-afternoon.",kosher catering Forest Hill
Crema Cafe,"3032 Bathurst St, Toronto, ON M6B 3B6",Toronto,Ontario,M6B 3B6,+1 416-780-1110,https://cremacafeto.com/,43.718258899999995,-79.42974099999999,4.5,95,"{'Friday': ['8a.m.-3p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['7p.m.-12a.m.'], 'Sunday': ['9a.m.-4p.m.'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJ4zRMAfAzK4gR92-U_hIgXA0,Cafe,Cafe,cafes,,kosher catering Lawrence Park
David Mintz Catering,"28 Vansco Rd, Etobicoke, ON M8Z 5J4",Etobicoke,Ontario,M8Z 5J4,+1 647-837-3348,https://dmcatering.ca/,43.622225,-79.5357136,4.5,80,"{'Friday': ['7a.m.-6p.m.'], 'Monday': ['7a.m.-6p.m.'], 'Saturday': ['7a.m.-6p.m.'], 'Sunday': ['7a.m.-6p.m.'], 'Thursday': ['7a.m.-6p.m.'], 'Tuesday': ['7a.m.-6p.m.'], 'Wednesday': ['7a.m.-6p.m.']}",ChIJg9YlmA7L1IkRCbn9G6co4Uw,Caterer,Caterer,Caterer,,best kosher caterer Toronto
Noah Kosher Sushi,"4119 Bathurst St, North York, ON M3H 3P4",North York,Ontario,M3H 3P4,+1 647-343-4773,http://www.noahkoshersushi.ca/,43.747022099999995,-79.4359655,4.7,57,"{'Friday': ['7a.m.-2:30p.m.'], 'Monday': ['9a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['9a.m.-6p.m.'], 'Thursday': ['9a.m.-7p.m.'], 'Tuesday': ['9a.m.-7p.m.'], 'Wednesday': ['9a.m.-7p.m.']}",ChIJ-dEQemUyK4gR3OhXhSXpRjI,Takeout Restaurant,"Takeout Restaurant, Japanese restaurant, Sushi restaurant",restaurants,,best kosher restaurant Toronto
Wok & Bowl,"3022 Bathurst St, North York, ON M6B 3B6",CA,Ontario,M6B 3B6,+1 416-435-5678,http://www.wokandbowl.ca/,43.7180353,-79.42967039999999,4.0,92,"{'Friday': ['9:30a.m.-2:30p.m.'], 'Monday': ['11a.m.-9p.m.'], 'Saturday': ['Closed'], 'Sunday': ['11a.m.-10p.m.'], 'Thursday': ['11a.m.-9p.m.'], 'Tuesday': ['11a.m.-9p.m.'], 'Wednesday': ['11a.m.-9p.m.']}",ChIJ6fSgv_4zK4gRVPdvmOVRVhA,Restaurant,Restaurant,restaurants,,best kosher restaurant Toronto
Maven Toronto,"112 Harbord St, Toronto, ON M5S 1G6",Toronto,Ontario,M5S 1G6,+1 647-348-9666,https://www.maventoronto.ca/,43.662852,-79.403746,4.8,178,"{'Friday': ['5-10p.m.'], 'Monday': ['Closed'], 'Saturday': ['5-10p.m.'], 'Sunday': ['5-9p.m.'], 'Thursday': ['5-10p.m.'], 'Tuesday': ['Closed'], 'Wednesday': ['5-10p.m.']}",ChIJPbgOfzU1K4gRVWZKIBQN0Qk,Restaurant,Restaurant,restaurants,,best kosher restaurant Toronto
Surreal Food Co,"3437 Bathurst St, North York, ON M6A 2C3",North York,Ontario,M6A 2C3,+1 416-705-2075,,43.727774,-79.4315529,4.7,45,"{'Friday': ['Closed'], 'Monday': ['11a.m.-8:30p.m.'], 'Saturday': ['8:30-11:30p.m.'], 'Sunday': ['11a.m.-9p.m.'], 'Thursday': ['11a.m.-8:30p.m.'], 'Tuesday': ['11a.m.-8:30p.m.'], 'Wednesday': ['11a.m.-8:30p.m.']}",ChIJeX50wpQzK4gRSnTU9b8HF1s,Kosher restaurant,"Kosher restaurant, Cafe, Bakery, Pizza restaurant, Sandwich shop",Bakery,,best kosher restaurant Toronto
Chef Harwash,"707 Dundas St W, Toronto, ON M5T 2W6",Toronto,Ontario,M5T 2W6,+1 647-809-1334,,43.6518217,-79.40452789999999,4.9,875,"{'Friday': ['1p.m.-12a.m.'], 'Monday': ['12-7:30p.m.'], 'Saturday': ['1p.m.-12a.m.'], 'Sunday': ['Closed'], 'Thursday': ['1-11p.m.'], 'Tuesday': ['1-10:30p.m.'], 'Wednesday': ['12-11p.m.']}",ChIJXaYiiA81K4gReGGzk0JuVgQ,Middle Eastern restaurant,Middle Eastern restaurant,restaurants,,best kosher restaurant Toronto
Chai,"1034 St Clair Ave W, Old Toronto, ON M6E 1A4",CA,Ontario,M6E 1A4,+1 416-652-6000,https://koshchai.com/,43.6791292,-79.43846409999999,4.8,12,"{'Friday': ['7:30a.m.-2:30p.m.'], 'Monday': ['7:30a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['7:30a.m.-5p.m.'], 'Thursday': ['7:30a.m.-5p.m.'], 'Tuesday': ['7:30a.m.-5p.m.'], 'Wednesday': ['7:30a.m.-5p.m.']}",ChIJH-iau3c1K4gRG99WoeHb9hA,Cafe,Cafe,cafes,,best kosher restaurant Toronto
Free Times Cafe,"320 College St, Toronto, ON M5T 1S3",Toronto,Ontario,M5T 1S3,+1 416-967-1078,http://www.freetimescafe.com/,43.657678999999995,-79.402487,4.3,755,"{'Friday': ['11:30a.m.-12a.m.'], 'Monday': ['11:30a.m.-9p.m.'], 'Saturday': ['11a.m.-12a.m.'], 'Sunday': ['11a.m.-9p.m.'], 'Thursday': ['11:30a.m.-11p.m.'], 'Tuesday': ['11:30a.m.-11p.m.'], 'Wednesday': ['11:30a.m.-10p.m.']}",ChIJLx7I0ME0K4gRFyQ_WvDd_vw,Jewish restaurant,"Jewish restaurant, Restaurant",restaurants,Jewish & Middle East fare with acoustic tunes & a popular reservations-only Yiddish brunch buffet.,best kosher restaurant Toronto
Surreal Sweets,"3513 Bathurst St, North York, ON M6A 2C5",North York,Ontario,M6A 2C5,+1 416-436-3037,http://surrealsweets.com/,43.7289384,-79.431663,4.7,81,"{'Friday': ['8a.m.-2p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['10a.m.-4p.m.'], 'Thursday': ['9a.m.-7p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJM1zEMHkzK4gRLlsiP5B9YN0,Bakery,"Bakery, Cupcake shop, Kosher grocery store, Party store, Pastry shop, Vegetarian restaurant, Wedding bakery",Bakery,,best kosher restaurant Toronto
